Full Name,Employment Sector,Job Title,Current Monthly Salary (USD),Total Previous Loans,Active Loans,Total Outstanding Balance (USD),Avg Loan Amount (USD),Common Loan Reason,Historical Return Rate (%),Days Past Due (Max),MFI Diversity Score,Risk Label
Tariro P. Muzenda,Public Sector,ZRP Sergeant,921,3,2,1578,913,Utility Debt,100,0,2,Low
Thabo Hlongwane 86,Health,Lab Tech,1047,2,2,355,164,Emergency,92,14,3,Medium
Gugulethu S. Gumbo,Retail,Merchandiser,507,0,1,1066,951,Emergency,50,97,5,High
Munyaradzi G. Mhlanga,Public Sector,Admin Secretary,697,8,5,1062,263,Small Business,50,43,3,High
Chengetai B. Zuma,Public Sector,Teacher,353,9,2,281,170,Input Financing,55,79,3,High
Rudo I. Moyo,Manufacturing,Factory Hand,526,8,1,1004,1008,School Fees,70,126,4,High
Panashe E. Phiri,Retail,Buyer,594,1,1,538,647,Home Improvement,100,0,3,Low
Blessing Z. Masinga,Transport,Kombi Driver,463,3,0,0,164,School Fees,96,0,1,Low
Panashe X. Mutasa,Health,Pharmacist Assistant,1775,5,0,0,382,Emergency,99,0,3,Low
Panashe X. Mwenje,Manufacturing,Welder,809,3,1,277,248,Solar Equipment,94,15,3,Medium
Kuda F. Sithole,Transport,Logistics,842,5,2,292,245,Solar Equipment,88,22,2,Medium
Tariro B. Phiri,Mining,Driller,1405,3,2,1154,681,Asset Financing,97,0,3,Low
Takudzwa E. Tshuma,Manufacturing,Line Supervisor,661,4,5,1618,295,Home Improvement,97,0,1,Low
Nomsa G. Muzenda,Agriculture,Farm Manager,549,3,2,776,399,Emergency,98,0,1,Low
Tendai F. Hlongwane,Retail,Shop Assistant,751,5,2,1266,592,Input Financing,87,24,4,Medium
Nyasha C. Chuma,Retail,Shop Assistant,853,10,3,1004,300,Asset Financing,91,17,3,Medium
Farai I. Phiri,Retail,Merchandiser,594,3,2,1329,564,Utility Debt,98,0,3,Low
Tendai E. Maphosa,Manufacturing,Line Supervisor,383,6,0,0,884,Emergency,83,63,3,High
Gugulethu O. Masinga,Education,Teacher,935,9,4,2608,561,Small Business,95,25,4,Medium
Simba H. Phiri,Public Sector,ZIMRA Officer,335,3,3,1841,757,Asset Financing,100,0,2,Low
Gugulethu Y. Zhuwao,Education,Principal,1989,9,3,331,190,Small Business,98,0,1,Low
Kudakwashe G. Zhou,Transport,Kombi Driver,816,9,0,0,620,Input Financing,96,0,1,Low
Enock K. Moyo,Manufacturing,Line Supervisor,933,4,1,1054,1137,School Fees,93,23,4,Medium
Tatenda N. Mutasa,Manufacturing,Welder,449,7,0,0,468,Emergency,97,0,1,Low
Musa O. Nyathi,Manufacturing,Line Supervisor,535,4,4,996,393,Solar Equipment,97,0,1,Low
Tendai T. Chidambaram,Public Sector,ZIMRA Officer,360,6,3,577,342,Small Business,95,17,2,Medium
Tinashe Tshuma 87,Mining,Shift Boss,1993,4,3,1635,1037,Solar Equipment,61,72,4,High
Kuda T. Zuma,Health,Nurse,2150,8,0,0,695,Small Business,96,0,3,Low
Enock L. Gumbo,Agriculture,Agro-dealer,491,0,0,0,511,Asset Financing,98,0,2,Low
Kudakwashe O. Tshuma,Public Sector,ZIMRA Officer,310,6,2,1143,794,Asset Financing,98,0,3,Low
Anesu L. Sibanda,Public Sector,ZRP Sergeant,914,3,1,437,483,Medical,98,0,3,Low
Dumisani V. Moyo,Agriculture,Farm Manager,563,1,0,0,468,Home Improvement,100,0,1,Low
Tapiwa Mhlanga,Public Sector,Customs Clerk,378,4,2,1093,980,Utility Debt,54,101,5,High
Gugulethu T. Ncube,Agriculture,Tobacco Smallholder,430,5,4,2678,1186,Input Financing,98,0,3,Low
Dumisani U. Sibanda,Education,Lecturer,1112,1,1,612,792,Asset Financing,87,12,2,Medium
Itayi Masinga 88,Education,Teacher,1461,9,0,0,965,School Fees,97,0,2,Low
Nomsa B. Mhlanga,Transport,Truck Driver,933,6,5,1559,287,Medical,87,21,4,Medium
Njabulo B. Mwenje,Transport,Kombi Driver,943,7,3,3464,1156,Home Improvement,96,0,3,Low
Tinashe N. Madzima,Education,Lecturer,2009,0,0,0,902,Input Financing,98,0,3,Low
Musa S. Bhebhe,Manufacturing,Line Supervisor,430,3,1,196,180,Home Improvement,92,17,4,Medium
Farai W. Masinga,Mining,Driller,1806,3,2,1691,831,Emergency,98,0,3,Low
Nomsa N. Bhebhe,Retail,Buyer,453,6,5,2036,386,Emergency,100,0,3,Low
Tinashe B. Chidambaram,Health,Lab Tech,1431,1,0,0,663,Small Business,92,5,4,Medium
Simba Hlongwane,Mining,Shift Boss,1759,2,3,1851,635,Home Improvement,77,36,4,High
Musa T. Moyo,Education,Principal,2052,4,1,562,488,Utility Debt,100,5,2,Low
Tatenda J. Maphosa,Agriculture,Farm Manager,782,0,0,0,958,Home Improvement,98,0,3,Low
Tapiwa O. Gumbo,Retail,Buyer,540,3,0,0,867,Asset Financing,100,5,3,Low
Kudakwashe I. Bhebhe,Agriculture,Farm Manager,812,7,4,4371,1029,Home Improvement,98,0,1,Low
Chengetai Z. Maphosa,Agriculture,Farm Manager,743,6,6,951,268,Utility Debt,98,0,2,Low
Tendai I. Phiri,Health,Pharmacist Assistant,1272,9,5,3475,1069,Input Financing,96,0,2,Low
Njabulo G. Khumalo,Health,Nurse,936,0,0,0,918,Home Improvement,87,23,3,Medium
Nyasha M. Ndlovu,Transport,Kombi Driver,324,4,4,2520,908,Input Financing,86,22,2,Medium
Kudakwashe T. Gumbo,Public Sector,Teacher,321,1,2,1730,824,Input Financing,98,0,3,Low
Enock R. Ncube,Retail,Buyer,633,9,6,8046,1172,School Fees,87,14,3,Medium
Anesu L. Chidambaram,Transport,Logistics,345,6,0,0,707,Small Business,99,0,1,Low
Enock J. Sithole,Mining,Shift Boss,1094,9,5,1605,363,Medical,88,16,3,Medium
Gugulethu G. Mwenje,Transport,Truck Driver,295,6,6,2532,425,Utility Debt,66,103,5,High
Makanaka Y. Maphosa,Manufacturing,Line Supervisor,523,0,0,0,555,Small Business,86,27,2,Medium
Blessing S. Chuma,Health,Medical Officer,1318,1,0,0,863,Medical,87,26,2,Medium
Tinashe M. Phiri,Education,Teacher,1999,8,5,3409,910,Asset Financing,99,0,3,Low
Tapiwa G. Sibanda,Public Sector,ZIMRA Officer,779,0,0,0,336,Medical,87,7,4,Medium
Tendai M. Chuma,Mining,Underground Supervisor,844,9,5,5011,1089,Solar Equipment,93,22,4,Medium
Tendai P. Makoni,Mining,Driller,1095,5,3,1938,585,Small Business,67,101,3,High
Gugulethu N. Mutasa,Public Sector,Customs Clerk,371,9,0,0,334,School Fees,99,0,2,Low
Takudzwa L. Chuma,Transport,Logistics,506,0,1,935,828,Home Improvement,59,111,3,High
Dumisani H. Chuma,Mining,Driller,1311,4,2,1288,593,Asset Financing,99,0,2,Low
Blessing W. Ncube,Mining,Underground Supervisor,1735,6,1,104,184,School Fees,91,6,2,Medium
Kudakwashe I. Ncube,Manufacturing,Line Supervisor,848,3,0,0,554,Utility Debt,100,4,1,Low
Kuda U. Ncube,Retail,Merchandiser,377,6,6,4665,976,Emergency,90,15,4,Medium
Panashe Q. Khumalo,Agriculture,Farm Manager,415,0,0,0,848,School Fees,99,0,1,Low
Panashe Phiri 89,Health,Nurse,822,4,0,0,879,Small Business,97,0,1,Low
Blessing P. Zhou,Public Sector,Admin Secretary,275,5,2,732,519,School Fees,98,0,3,Low
Blessing C. Chuma,Health,Medical Officer,887,5,3,1005,376,Small Business,100,2,3,Low
Rudo B. Zuma,Health,Nurse,916,6,6,2303,618,Emergency,78,69,5,High
Enock D. Mhlanga,Manufacturing,Welder,493,2,3,2656,1189,School Fees,99,3,3,Low
Tapiwa Chidambaram,Agriculture,Farm Manager,965,2,0,0,1017,Medical,98,0,3,Low
Takudzwa V. Zhuwao,Retail,Merchandiser,542,9,2,585,499,Emergency,97,0,1,Low
Vimbai E. Moyo,Public Sector,ZIMRA Officer,268,9,2,899,404,Asset Financing,100,4,2,Low
Tariro R. Madzima,Manufacturing,Factory Hand,425,5,4,1705,517,Small Business,97,0,3,Low
Thabo Maphosa 90,Health,Pharmacist Assistant,1495,4,4,688,278,Utility Debt,61,59,5,High
Blessing B. Mutambara,Retail,Merchandiser,910,6,3,2669,1172,Small Business,97,0,2,Low
Rudo X. Chidambaram,Education,Teacher,1396,5,4,3024,748,Emergency,99,3,2,Low
Tinashe Z. Ncube,Education,Lecturer,1461,2,3,1106,587,Small Business,88,23,2,Medium
Panashe Q. Zhuwao,Agriculture,Tobacco Smallholder,911,7,4,3206,691,School Fees,99,0,2,Low
Tariro N. Mhlanga,Mining,Driller,1309,8,5,1207,346,Emergency,94,15,4,Medium
Tatenda B. Phiri,Public Sector,Customs Clerk,444,10,6,2249,581,Input Financing,100,0,3,Low
Tatenda W. Bhebhe,Transport,Logistics,512,6,1,639,759,Asset Financing,99,0,3,Low
Musa J. Muzenda,Retail,Shop Assistant,904,3,0,0,483,Asset Financing,96,0,3,Low
Itayi T. Ncube,Education,Department Head,1925,8,2,2365,1171,Utility Debt,96,0,2,Low
Tendai J. Mpofu,Manufacturing,Welder,788,0,0,0,961,School Fees,100,0,1,Low
Panashe N. Mwenje,Agriculture,Tobacco Smallholder,741,9,6,4335,629,Emergency,88,18,4,Medium
Makanaka R. Maphosa,Mining,Driller,1518,4,5,2655,557,Asset Financing,56,72,3,High
Tariro D. Ndlovu,Mining,Shift Boss,1101,0,1,480,863,Solar Equipment,99,0,3,Low
Chengetai Z. Sibanda,Retail,Shop Assistant,972,8,5,2757,800,Medical,91,21,4,Medium
Kudakwashe Y. Tshuma,Health,Medical Officer,2005,6,5,2808,482,Medical,97,0,3,Low
Musa Phiri 91,Mining,Driller,1344,5,1,382,446,Asset Financing,96,0,3,Low
Nomsa G. Bhebhe,Retail,Buyer,681,7,2,860,401,Solar Equipment,92,28,3,Medium
Kudakwashe L. Mutambara,Health,Lab Tech,1336,5,6,3471,788,Medical,95,17,2,Medium
Itayi Chikore,Manufacturing,Factory Hand,279,7,0,0,1023,Solar Equipment,91,24,2,Medium
Takudzwa T. Makoni,Public Sector,Teacher,321,7,5,1330,404,Utility Debt,54,48,3,High
Rudo R. Chuma,Mining,Underground Supervisor,2019,1,1,1018,979,Small Business,96,0,1,Low
Tariro Mpofu 92,Public Sector,ZRP Sergeant,317,9,5,825,177,Input Financing,99,0,1,Low
Musa Q. Hlongwane,Transport,Truck Driver,352,0,1,858,942,Utility Debt,94,30,3,Medium
Tariro G. Muzenda,Transport,Kombi Driver,558,4,1,535,757,Small Business,91,15,3,Medium
Thabo L. Ndlovu,Manufacturing,Welder,352,9,1,464,417,Medical,80,82,4,High
Tatenda Maphosa 93,Public Sector,Customs Clerk,691,2,2,1317,711,Medical,96,0,2,Low
Sizo T. Chidambaram,Health,Pharmacist Assistant,1270,5,3,338,182,Medical,97,0,2,Low
Panashe Hlongwane,Public Sector,Customs Clerk,532,10,1,641,826,Solar Equipment,97,0,2,Low
Tendai A. Zhuwao,Mining,Driller,1290,5,2,1497,1178,Home Improvement,96,0,2,Low
Njabulo Ndlovu,Manufacturing,Factory Hand,559,9,6,4109,724,Emergency,87,26,2,Medium
Kudakwashe P. Zuma,Retail,Shop Assistant,447,3,3,3346,1016,Small Business,100,0,2,Low
Enock V. Maphosa,Agriculture,Agro-dealer,408,7,3,1266,407,Emergency,91,20,3,Medium
Rudo Z. Tshuma,Transport,Kombi Driver,917,6,6,2910,821,Emergency,88,17,2,Medium
Takudzwa K. Mutasa,Public Sector,Teacher,449,9,1,633,760,Utility Debt,97,0,2,Low
Vimbai V. Chuma,Public Sector,ZRP Sergeant,662,1,0,0,974,Small Business,100,0,3,Low
Tendai T. Mpofu,Retail,Buyer,521,1,0,0,1190,Asset Financing,98,2,1,Low
Rufaro Q. Mutambara,Education,Department Head,973,2,0,0,857,Small Business,95,15,3,Medium
Nyasha D. Mhlanga,Transport,Kombi Driver,291,4,0,0,670,Utility Debt,96,0,1,Low
Vimbai P. Marembo,Health,Pharmacist Assistant,986,1,0,0,264,Emergency,97,0,2,Low
Kuda Q. Zuma,Agriculture,Tobacco Smallholder,272,10,2,1366,943,Medical,96,0,2,Low
Nomsa D. Chuma,Education,Principal,1174,3,0,0,1104,Asset Financing,99,0,3,Low
Kudakwashe T. Bhebhe,Public Sector,ZRP Sergeant,274,1,0,0,474,Medical,75,44,5,High
Farai D. Zhuwao,Retail,Buyer,494,5,6,923,153,Asset Financing,68,132,3,High
Simba W. Mpofu,Education,Teacher,2145,3,0,0,435,Home Improvement,97,0,3,Low
Rudo T. Mpofu,Agriculture,Tobacco Smallholder,650,1,0,0,588,Medical,91,12,2,Medium
Nyasha Nyathi,Health,Pharmacist Assistant,2167,0,0,0,850,Solar Equipment,87,10,4,Medium
Sizo R. Zhuwao,Manufacturing,Line Supervisor,545,10,5,4935,834,Asset Financing,96,0,3,Low
Gugulethu E. Muzenda,Health,Pharmacist Assistant,2013,3,2,1592,749,Home Improvement,89,24,3,Medium
Thabo Y. Masinga,Retail,Shop Assistant,454,1,1,311,586,Emergency,98,0,2,Low
Tatenda R. Moyo,Transport,Logistics,330,4,2,2552,1132,Asset Financing,96,0,3,Low
Chengetai K. Sibanda,Transport,Logistics,873,9,1,920,952,School Fees,99,0,3,Low
Kudakwashe K. Nyathi,Mining,Underground Supervisor,1521,1,2,1395,832,Solar Equipment,97,0,3,Low
Thabo F. Moyo,Health,Medical Officer,1958,9,4,2931,1090,Home Improvement,67,39,4,High
Nomsa E. Hlongwane,Manufacturing,Line Supervisor,733,10,6,810,236,School Fees,90,6,3,Medium
Rufaro A. Mwenje,Retail,Shop Assistant,532,7,1,377,736,Asset Financing,97,0,1,Low
Kuda N. Chuma,Retail,Buyer,644,5,2,537,364,Emergency,74,58,5,High
Enock S. Zhou,Health,Nurse,1359,8,0,0,1105,Solar Equipment,91,22,3,Medium
Vimbai J. Sithole,Public Sector,Admin Secretary,609,5,2,452,270,Small Business,78,135,4,High
Itayi Y. Muzenda,Manufacturing,Factory Hand,698,8,1,782,1025,Home Improvement,90,30,2,Medium
Kuda P. Ncube,Education,Lecturer,1669,5,0,0,403,Home Improvement,97,0,1,Low
Dumisani I. Masinga,Agriculture,Tobacco Smallholder,912,10,2,815,747,Small Business,97,0,3,Low
Simba O. Chuma,Public Sector,ZRP Sergeant,300,4,1,648,712,Medical,94,19,2,Medium
Sizo Q. Zhuwao,Transport,Kombi Driver,937,10,1,294,394,Emergency,92,30,4,Medium
Farai R. Nyathi,Education,Lecturer,1804,5,1,1114,1189,Input Financing,96,0,3,Low
Takudzwa L. Moyo,Retail,Buyer,434,7,0,0,390,Asset Financing,88,9,2,Medium
Chipo F. Phiri,Public Sector,ZRP Sergeant,673,10,0,0,565,Home Improvement,88,16,4,Medium
Thabo Mhlanga,Education,Lecturer,856,4,1,727,773,Input Financing,81,49,5,High
Nomsa Y. Marembo,Retail,Buyer,846,7,4,5065,1128,Input Financing,67,109,4,High
Dumisani I. Zhou,Mining,Underground Supervisor,1460,5,5,3994,1116,Small Business,99,0,3,Low
Vimbai E. Chidambaram,Retail,Shop Assistant,978,6,6,2116,699,Home Improvement,68,66,3,High
Rufaro E. Zuma,Manufacturing,Line Supervisor,615,1,0,0,771,Medical,99,0,1,Low
Tariro W. Maphosa,Health,Lab Tech,1688,6,4,1194,371,Utility Debt,57,126,5,High
Rufaro S. Mwenje,Manufacturing,Welder,660,0,0,0,631,Emergency,95,7,3,Medium
Makanaka A. Ndlovu,Health,Pharmacist Assistant,1050,1,2,1062,1004,Asset Financing,58,92,5,High
Tatenda Gumbo 94,Agriculture,Agro-dealer,517,6,4,5358,1182,Home Improvement,87,29,4,Medium
Nyasha L. Makoni,Retail,Buyer,498,9,0,0,319,Home Improvement,76,101,5,High
Panashe U. Nyathi,Mining,Shift Boss,1996,1,1,829,1156,Solar Equipment,99,0,1,Low
Anesu X. Tshuma,Health,Pharmacist Assistant,1052,4,1,458,474,Home Improvement,53,53,5,High
Thabo E. Gumbo,Retail,Shop Assistant,573,8,3,2124,813,Asset Financing,100,0,3,Low
Tendai Chidambaram 95,Public Sector,Customs Clerk,409,9,2,508,270,Home Improvement,98,0,3,Low
Simba Q. Marembo,Health,Lab Tech,1713,10,3,1035,381,Emergency,95,26,3,Medium
Rudo D. Madzima,Public Sector,Admin Secretary,834,9,0,0,1131,Asset Financing,100,0,1,Low
Sizo Maphosa,Retail,Shop Assistant,374,0,1,403,350,Medical,77,57,4,High
Chengetai N. Hlongwane,Agriculture,Agro-dealer,754,6,5,3243,957,Medical,90,8,2,Medium
Sizo O. Marembo,Health,Pharmacist Assistant,1658,6,4,2439,1077,Emergency,94,29,2,Medium
Musa C. Muzenda,Manufacturing,Factory Hand,870,7,1,868,898,Solar Equipment,59,149,3,High
Makanaka B. Mhlanga,Health,Medical Officer,1483,10,2,1428,1198,School Fees,95,13,4,Medium
Sizo S. Maphosa,Agriculture,Farm Manager,448,8,6,7147,1002,Utility Debt,54,148,5,High
Munyaradzi J. Chikore,Retail,Buyer,558,6,2,1347,1096,Solar Equipment,96,2,3,Low
Dumisani C. Mpofu,Health,Nurse,1233,3,1,750,923,Medical,100,0,3,Low
Tatenda D. Mhlanga,Transport,Logistics,666,5,5,3796,669,Asset Financing,88,18,2,Medium
Tariro I. Muzenda,Transport,Kombi Driver,639,2,2,296,234,School Fees,90,8,2,Medium
Rudo C. Masinga,Education,Department Head,1821,7,5,2851,568,Solar Equipment,99,0,1,Low
Blessing X. Makoni,Public Sector,ZRP Sergeant,960,4,3,1716,830,Solar Equipment,68,118,4,High
Thabo J. Dube,Retail,Buyer,976,2,2,827,353,Asset Financing,94,21,3,Medium
Rufaro B. Phiri,Agriculture,Agro-dealer,406,4,3,1371,384,Small Business,72,106,5,High
Tatenda B. Ndlovu,Health,Lab Tech,1489,4,1,875,778,Utility Debt,53,118,5,High
Nyasha E. Phiri,Retail,Buyer,345,2,3,3303,1043,Input Financing,97,0,1,Low
Kuda A. Zhou,Transport,Logistics,305,2,3,793,367,Small Business,96,0,3,Low
Sizo Y. Marembo,Public Sector,ZRP Sergeant,840,4,3,1628,601,Input Financing,97,0,2,Low
Gugulethu Muzenda 96,Retail,Buyer,739,4,5,3082,671,Utility Debt,94,15,3,Medium
Takudzwa N. Moyo,Transport,Logistics,258,2,2,649,538,Input Financing,87,25,2,Medium
Dumisani Marembo,Health,Lab Tech,1028,4,3,3121,1194,Medical,94,23,2,Medium
Farai Chikore,Education,Principal,2047,8,2,1887,926,Small Business,92,26,3,Medium
Kudakwashe R. Bhebhe,Mining,Shift Boss,801,2,3,806,266,Small Business,84,148,5,High
Tatenda R. Masinga,Health,Pharmacist Assistant,1308,2,3,1676,957,Small Business,80,125,3,High
Musa A. Ncube,Mining,Driller,1706,6,3,2049,812,Home Improvement,100,0,1,Low
Tinashe F. Zuma,Transport,Truck Driver,254,9,3,2431,842,Input Financing,93,26,4,Medium
Njabulo I. Chikore,Manufacturing,Line Supervisor,424,6,4,955,307,Asset Financing,100,0,3,Low
Enock Q. Tshuma,Health,Medical Officer,936,3,3,2106,793,Solar Equipment,54,44,3,High
Panashe L. Chidambaram,Health,Medical Officer,2008,2,0,0,302,Solar Equipment,99,0,1,Low
Nomsa Mwenje 97,Education,Lecturer,1702,7,4,2980,1015,Emergency,97,0,2,Low
Simba G. Masinga,Transport,Kombi Driver,428,7,0,0,222,Small Business,77,86,3,High
Tapiwa Hlongwane,Agriculture,Farm Manager,468,0,1,179,167,Asset Financing,60,46,5,High
Enock E. Zhou,Transport,Kombi Driver,829,10,0,0,460,Utility Debt,53,65,3,High
Anesu H. Chidambaram,Education,Teacher,1542,3,1,341,575,School Fees,97,0,3,Low
Tinashe Z. Madzima,Mining,Shift Boss,2124,5,2,829,499,Utility Debt,94,25,2,Medium
Itayi Makoni 98,Agriculture,Farm Manager,875,7,3,1271,673,Asset Financing,99,0,2,Low
Tendai Q. Mutasa,Transport,Kombi Driver,584,3,0,0,220,Emergency,97,0,3,Low
Anesu K. Ncube,Health,Lab Tech,1421,2,1,114,221,Small Business,91,8,3,Medium
Kudakwashe J. Masinga,Manufacturing,Line Supervisor,926,3,3,2804,977,Asset Financing,91,25,3,Medium
Nomsa X. Zuma,Retail,Merchandiser,360,2,3,427,208,Utility Debt,96,0,1,Low
Rufaro Makoni,Transport,Truck Driver,685,9,2,841,758,Utility Debt,56,126,5,High
Blessing K. Maphosa,Retail,Shop Assistant,598,6,0,0,896,Home Improvement,61,37,3,High
Itayi N. Zhou,Manufacturing,Line Supervisor,814,4,5,2369,590,Input Financing,90,11,3,Medium
Vimbai E. Marembo,Health,Pharmacist Assistant,923,10,0,0,502,Asset Financing,87,24,4,Medium
Blessing Makoni 99,Mining,Driller,2127,0,1,487,621,Emergency,89,17,4,Medium
Nyasha J. Ncube,Public Sector,ZRP Sergeant,530,1,1,390,387,Emergency,100,0,2,Low
Munyaradzi E. Sibanda,Agriculture,Agro-dealer,439,2,2,454,258,Asset Financing,68,120,4,High
Rudo Bhebhe 100,Education,Department Head,1812,5,2,1625,1188,Input Financing,89,30,3,Medium
Blessing C. Sithole,Manufacturing,Line Supervisor,675,8,3,3000,904,Input Financing,93,18,3,Medium
Sizo Z. Maphosa,Mining,Underground Supervisor,1289,1,1,173,157,Input Financing,86,8,4,Medium
Panashe L. Chikore,Retail,Merchandiser,386,2,1,337,604,Solar Equipment,89,11,3,Medium
Makanaka S. Madzima,Transport,Kombi Driver,440,1,2,1840,1163,Medical,96,0,1,Low
Anesu Z. Muzenda,Agriculture,Agro-dealer,454,0,0,0,606,Emergency,96,0,3,Low
Tapiwa I. Chuma,Health,Nurse,1877,1,2,1332,659,Emergency,86,21,4,Medium
Munyaradzi U. Chidambaram,Retail,Buyer,634,9,6,2325,471,Emergency,80,134,3,High
Tapiwa L. Khumalo,Education,Principal,1721,6,2,374,228,Emergency,89,30,4,Medium
Tatenda N. Makoni,Agriculture,Tobacco Smallholder,695,1,1,359,445,Home Improvement,92,13,4,Medium
Panashe U. Maphosa,Mining,Driller,1315,1,2,349,193,Small Business,97,0,3,Low
Chipo Y. Ndlovu,Education,Lecturer,1166,0,1,545,845,Utility Debt,92,22,2,Medium
Tendai B. Tshuma,Retail,Merchandiser,907,3,1,440,443,Emergency,100,0,2,Low
Blessing U. Chikore,Manufacturing,Factory Hand,857,6,4,747,250,Input Financing,96,4,2,Low
Itayi H. Sithole,Public Sector,Admin Secretary,367,2,2,1673,904,Input Financing,92,20,3,Medium
Gugulethu S. Hlongwane,Transport,Logistics,313,8,1,663,744,Medical,87,28,2,Medium
Tinashe F. Hlongwane,Public Sector,ZIMRA Officer,512,7,6,569,180,Solar Equipment,96,0,3,Low
Kuda Q. Chikore,Manufacturing,Factory Hand,574,7,4,4347,986,Medical,99,0,3,Low
Nomsa F. Zuma,Mining,Shift Boss,1114,2,3,3208,1028,Solar Equipment,90,21,2,Medium
Panashe Zhou,Health,Medical Officer,1962,4,2,450,366,Solar Equipment,95,21,2,Medium
Enock O. Mutambara,Public Sector,Teacher,710,4,5,2101,549,Utility Debt,100,0,3,Low
Rudo D. Mpofu,Public Sector,Customs Clerk,826,8,1,494,970,Utility Debt,100,0,1,Low
Sizo Y. Khumalo,Agriculture,Agro-dealer,435,5,5,1903,326,Solar Equipment,99,0,2,Low
Musa Q. Chidambaram,Agriculture,Agro-dealer,517,2,1,835,970,Input Financing,90,11,4,Medium
Itayi C. Moyo,Health,Lab Tech,1646,6,5,1805,395,School Fees,94,16,4,Medium
Takudzwa Y. Sithole,Health,Pharmacist Assistant,864,8,2,505,346,Utility Debt,86,27,2,Medium
Sizo Nyathi,Health,Pharmacist Assistant,2172,0,1,131,212,Emergency,66,57,4,High
Nyasha Maphosa 101,Public Sector,ZIMRA Officer,536,4,1,1056,984,School Fees,97,0,1,Low
Sizo Q. Sithole,Public Sector,Teacher,727,8,2,890,741,Emergency,100,0,3,Low
Gugulethu Nyathi 102,Health,Nurse,2195,7,2,1326,655,Emergency,96,5,3,Low
Tapiwa Tshuma 103,Public Sector,Teacher,711,10,3,3448,1062,School Fees,63,73,4,High
Farai L. Sibanda,Mining,Shift Boss,1678,6,1,558,788,Emergency,59,31,3,High
Rufaro J. Muzenda,Mining,Driller,2175,3,4,2312,1018,Input Financing,99,0,3,Low
Tapiwa K. Sithole,Health,Lab Tech,1596,3,3,843,236,Home Improvement,78,128,5,High
Panashe Maphosa 104,Education,Principal,1606,4,1,821,1194,Asset Financing,86,19,2,Medium
Simba Z. Mutasa,Public Sector,Teacher,760,3,4,2915,808,Utility Debt,86,18,3,Medium
Farai D. Muzenda,Health,Medical Officer,1357,2,0,0,781,Small Business,89,25,4,Medium
Gugulethu P. Masinga,Agriculture,Tobacco Smallholder,736,10,2,794,633,School Fees,83,70,4,High
Chengetai O. Ndlovu,Retail,Shop Assistant,477,9,0,0,638,Home Improvement,99,0,1,Low
Nyasha Z. Hlongwane,Agriculture,Farm Manager,981,4,1,1044,972,Solar Equipment,87,11,4,Medium
Tapiwa D. Chidambaram,Mining,Shift Boss,1244,9,1,486,658,Medical,97,0,1,Low
Rudo M. Sithole,Transport,Logistics,934,6,0,0,1037,Utility Debt,73,54,4,High
Tinashe Gumbo 105,Agriculture,Farm Manager,759,10,0,0,706,Input Financing,98,0,1,Low
Tatenda T. Masinga,Health,Pharmacist Assistant,802,1,0,0,995,Medical,57,62,3,High
Enock V. Phiri,Mining,Shift Boss,910,8,1,215,181,Medical,74,106,5,High
Chipo L. Chuma,Agriculture,Tobacco Smallholder,476,8,0,0,1093,Home Improvement,58,90,3,High
Vimbai B. Ncube,Retail,Buyer,687,8,1,746,672,Small Business,99,0,1,Low
Tendai O. Marembo,Health,Medical Officer,1771,6,2,774,480,School Fees,70,58,5,High
Nomsa K. Moyo,Agriculture,Agro-dealer,337,5,0,0,187,Home Improvement,100,5,1,Low
Nomsa D. Nyathi,Transport,Truck Driver,621,4,5,2896,595,Input Financing,88,6,2,Medium
Gugulethu A. Makoni,Transport,Truck Driver,439,10,2,1192,681,Input Financing,99,2,3,Low
Chengetai K. Tshuma,Public Sector,Teacher,357,8,5,3600,646,Small Business,89,22,2,Medium
Takudzwa E. Moyo,Mining,Underground Supervisor,1530,7,0,0,902,Asset Financing,87,13,2,Medium
Chengetai K. Marembo,Public Sector,ZIMRA Officer,676,5,2,1709,759,Utility Debt,93,30,4,Medium
Vimbai I. Chuma,Agriculture,Tobacco Smallholder,443,7,0,0,984,Emergency,93,7,4,Medium
Munyaradzi Sithole 106,Agriculture,Tobacco Smallholder,688,0,1,1167,1194,Solar Equipment,76,103,4,High
